,Customer_ID,Customer_Name,Country,City,Age,Signup_Date,Customer_Segment,Annual_Spend_DKK,Orders,Email,Active
519,10350,Leo Wagner,Denmark,Aalborg,46,2025-07-13,Standard,14776.04,22,user10350@example.com,Yes
520,10382,Emma Jensen,Germany,Berlin,21,2025-06-05,Standard,25763.48,18,user10382@example.com,Yes
521,10327,Yasmin Ahmed,Norway,Oslo,51,2025-04-08,Standard,5148.57,11,user10327@example.com,No
522,10224,Freja Møller,Germany,Berlin,70,2026-08-03,Premium,19936.29,5,user10224@example.com,Yes
523,10349,Omar Mohamed,Sweden,Malmö,46,2024-09-13,Premium,13479.83,6,user10349@example.com,Yes
524,10471,Emil Johansson,Denmark,Copenhagen,40,2025-07-28,Premium,4725.82,24,user10471@example.com,Yes
525,10208,Elias Holm,Sweden,,34,2024-01-28,Standard,2561.45,23,user10208@example.com,Yes
526,10119,Nora Eriksson,Denmark,Copenhagen,49,2025-01-16,Standard,7975.32,2,user10119@example.com,Yes
527,10608,Freja Møller,Denmark,Aalborg,61,2024-01-17,Standard,15887.58,21,user10608@example.com,No
529,10039,Daniel Brown,Denmark,Aarhus,26,2024-05-06,Basic,16106.48,28,user10039@example.com,No
530,10253,Sara Mohamed,Denmark,Aarhus,24,2024-06-10,Basic,8391.43,3,user10253@example.com,Yes
531,10592,Alexander Rasmussen,Denmark,Aalborg,54,2025-03-20,Standard,6308.9,34,user10592@example.com,Yes
532,10499,Elias Holm,Denmark,Aalborg,27,2026-07-04,Standard,21118.0,11,user10499@example.com,Yes
533,10228,William Pedersen,Denmark,Copenhagen,68,2025-04-23,Basic,29153.91,11,user10228@example.com,Yes
534,10166,Sofie Larsen,Denmark,Aarhus,46,2025-01-06,Basic,7045.7,7,user10166@example.com,Yes
535,10628,William Pedersen,Denmark,Copenhagen,38,2024-09-08,Basic,23084.2,14,user10628@example.com,Yes
536,10142,Amina Hassan,Denmark,Copenhagen,23,2025-04-15,Premium,5670.88,12,user10142@example.com,yes
537,10282,Ida Sørensen,Denmark,Aarhus,30,2024-03-05,Premium,17007.87,20,user10282@example.com,Yes
538,10007,Laura Thomsen,Norway,Bergen,46,2024-04-06,Standard,2654.21,9,user10007@example.com,No
539,10510,Leila Osman,Denmark,Aarhus,30,2025-05-19,Standard,16866.88,34,user10510@example.com,No
540,10331,Adam Ali,Sweden,Gothenburg,,2026-04-03,Standard,17853.63,6,user10331@example.com,Yes
541,10585,Lina Osman,Germany,Berlin,51,2024-06-05,Basic,6190.11,3,user10585@example.com,yes
542,10502,Maya Lindberg,Germany,Berlin,25,2025-12-19,Standard,,11,user10502@example.com,Yes
543,10493,Emil Johansson,Sweden,Malmö,56,2026-04-24,Premium,10334.26,22,user10493@example.com,YES
544,10001,Elena Müller,Norway,Bergen,64,2024-10-31,Basic,12611.57,10,user10001@example.com,Yes
545,10154,Alexander Rasmussen,Denmark,Aarhus,53,2026-04-06,Basic,7284.84,7,user10154@example.com,Yes
546,10299,Leo Wagner,Norway,Oslo,61,2024-03-10,Standard,17105.95,21,user10299@example.com,No
547,10258,Elena Müller,Denmark,Aalborg,60,2025-12-31,Standard,5292.94,23,user10258@example.com,Yes
548,10590,Oscar Berg,Denmark,Copenhagen,63,2026-07-05,Standard,14282.15,3,user10590@example.com,Yes
549,10635,William Pedersen,Denmark,Copenhagen,,2024-05-26,Premium,6752.69,22,user10635@example.com,N
550,10011,Amina Hassan,Denmark,Aalborg,70,2025-01-26,Basic,10515.6,4,user10011@example.com,No
551,10537,adam hassan,Denmark,Aarhus,49,2024-08-06,Basic,20320.86,15,user10537@example.com,No
552,10045,Lucas Kristensen,Norway,Bergen,42,2024-06-22,Standard,10040.83,8,user10045@example.com,Yes
553,10242,Alexander Rasmussen,Norway,Oslo,56,2025-07-26,Standard,6698.32,32,user10242@example.com,Yes
554,10532,Leila Osman,Sweden,Gothenburg,42,2024-07-24,Standard,30270.07,3,user10532@example.com,Yes
555,10130,Daniel Brown,Sweden,Malmö,42,2024-12-21,Premium,7188.28,16,user10130@example.com,Yes
556,10233,Adam Hassan,Germany,Berlin,34,2025-12-16,Basic,4003.06,2,user10233@example.com,Yes
557,10250,Emma Jensen,Denmark,Aarhus,37,2025-08-02,Standard,,10,user10250@example.com,Yes
558,10571,Mads Nielsen,Denmark,Copenhagen,51,2024-04-23,Basic,2999.91,19,user10571@example.com,Yes
559,10176,Anna Schmidt,Denmark,,34,2026-05-31,Standard,12697.17,9,user10176@example.com,Yes
560,10010,Nora Eriksson,Denmark,Aarhus,62,2025-04-01,Premium,20507.74,29,user10010@example.com,Yes
561,10020,Daniel Martin,Sweden,Malmö,69,2026-03-06,Standard,19522.35,18,,Yes
562,10423,  Maya Patel ,Denmark,,38,2025-12-06,Standard,23989.79,5,user10423@example.com,Yes
563,10292,Emil Johansson,Denmark,Odense,48,2025-06-06,Premium,13481.87,31,user10292@example.com,Yes
564,10227,Anna Schmidt,Denmark,Aarhus,37,2025-05-07,Standard,21697.42,23,user10227@example.com,Yes
565,10524,Victor Lindström,Sweden,Malmö,51,2024-04-24,Standard,4635.47,32,user10524@example.com,Yes
566,10383,Mads Nielsen,Norway,Oslo,61,2024-03-02,Basic,16438.93,12,user10383@example.com,Yes
568,10586,Lucas Kristensen,Sweden,Gothenburg,69,2025-10-14,Standard,6622.0,7,user10586@example.com,Yes
569,10248,Leo Wagner,Denmark,Aalborg,38,2025-04-03,Standard,13104.23,9,user10248@example.com,Yes
570,10071,Victor Lindström,Denmark,Copenhagen,60,2024-03-17,Standard,9123.8,23,user10071@example.com,No
572,10547,Emily Wilson,Denmark,Aalborg,52,2025-10-09,Standard,25372.51,32,user10547@example.com,Yes
573,10377,William Pedersen,Germany,Hamburg,44,2025-11-24,Premium,11826.62,22,user10377@example.com,Yes
575,10587,Maya Patel,Denmark,Copenhagen,59,2024-06-25,Basic,9071.72,3, user10587@example.com ,Yes
576,10529,Lina Osman,Norway,Oslo,45,2026-05-06,Standard,7604.25,32,user10529@example.com,Y
577,10491,Yasmin Ahmed,Sweden,Stockholm,36,2024-07-21,Basic,12300.7,14,user10491@example.com,Yes
578,10393,Maya Patel,Sweden,Stockholm,28,2026-04-16,Standard,15034.16,18,user10393@example.com,Yes
579,10633,Leo Wagner,Denmark,Copenhagen,54,2025-01-06,Premium,5583.87,22,user10633@example.com,Yes
580,10454,Daniel Martin,Denmark,Odense,37,2026-03-26,Basic,24983.97,15,user10454@example.com,Yes
581,10611,Clara Andersen,Denmark,Odense,69,2025-04-05,Standard,14889.07,33,user10611@example.com,Yes
582,10534,Clara Andersen,Sweden,Malmö,22,2025-11-14,Standard,19718.44,17,user10534@example.com,No
583,10185,Emily Wilson,Norway,Oslo,67,2024-07-30,Standard,,9,user10185@example.com,Yes
584,10624,Oscar Berg,Denmark,Copenhagen,59,2025-03-03,Basic,9889.81,3,user10624@example.com,Yes
585,10461,Daniel Martin,Denmark,Odense,31,2024-11-19,Standard,20267.81,17,user10461@example.com,Yes
586,10290,Mads Nielsen,Denmark,Aalborg,28,2026-01-14,Standard,4921.36,,user10290@example.com,No
587,10596,Nora Eriksson,Denmark,Copenhagen,27,2025-03-05,Standard,15968.26,7,user10596@example.com,Yes
588,10180,Emily Wilson,Sweden,Malmö,20,2024-09-28,Premium,15240.56,32,user10180@example.com,Yes
589,10064,Ida Sørensen,Norway,Bergen,44,2024-07-21,Standard,8879.31,3,user10064@example.com,Yes
590,10617,Mathias Poulsen,Sweden,Gothenburg,18,2025-04-14,Premium,9921.85,24,user10617@example.com,Yes
591,10106,Freja Møller,Sweden,Stockholm,33,2025-02-01,Standard,8297.46,7,user10106@example.com,Yes
592,10434,Nora Eriksson,Norway,Oslo,23,2025-05-27,Premium,4095.73,28,user10434@example.com,Yes
593,10575,Emily Wilson,Norway,Oslo,71,2025-06-18,Basic,13581.32,26,user10575@example.com,Yes
594,10257,Victor Lindström,Norway,Oslo,48,2026-01-23,Standard,9865.75,7,user10257@example.com,Yes
595,10215,Alexander Rasmussen,Sweden,Gothenburg,28,2024-11-19,Premium,25463.67,14,user10215@example.com,Yes
596,10070,Noah Khan,Denmark,Copenhagen,70,2024-01-02,Standard,12898.24,33,user10070@example.com,Yes
597,10191,Laura Thomsen,Germany,Berlin,68,2026-03-05,Basic,11516.78,33,user10191@example.com,Yes
598,10314,Elias Hussein,Denmark,Odense,30,2025-12-17,Premium,7289.87,16,user10314@example.com,Yes
599,10610,Adam Hassan,Denmark,Odense,30,2025-01-30,Premium,7238.05,6,user10610@example.com,Yes
600,10518,Laura Thomsen,Sweden,Gothenburg,52,2025-11-05,Standard,13128.14,5,user10518@example.com,Yes
601,10226,Mads Nielsen,Germany,Berlin,63,2024-07-13,Standard,19616.13,14,user10226@example.com,Yes
602,10319,Sofie Larsen,Denmark,Aarhus,63,2025-10-11,Standard,11245.89,10,user10319@example.com,Yes
603,10235,Isabella Romano,Germany,,38,2025-01-01,Standard,17065.61,31,,Yes
604,10404,Lucas Kristensen,Denmark,Copenhagen,69,2025-09-04,Standard,9070.52,34,user10404@example.com,Yes
605,10409,Alexander Rasmussen,Denmark,Odense,51,2024-10-28,Basic,1522.64,28, user10409@example.com ,No
606,10446,Omar Mohamed,Sweden,Stockholm,65,2025-07-31,Basic,,9,user10446@example.com,No
607,10530,Omar Mohamed,Denmark,Aarhus,60,2025-05-02,Basic,19317.18,5,user10530@example.com,Yes
608,10463,Emma Jensen,Germany,Berlin,38,2025-12-27,Standard,9093.26,25,user10463@example.com,Yes
609,10601,Sara Mohamed,Denmark,Odense,67,,Standard,8385.42,17,user10601@example.com,Yes
610,10470,Lucas Kristensen,Denmark,Copenhagen,21,2024-08-24,Basic,17331.78,3,user10470@example.com,Yes
611,10081,Omar Mohamed,Sweden,Stockholm,24,2025-06-07,Premium,5384.06,34,user10081@example.com,No
612,10157,Omar Mohamed,Denmark,Aalborg,65,2024-11-15,Standard,11627.75,10,user10157@example.com,Yes
613,10445,Ida Sørensen,Denmark,Copenhagen,28,2024-12-21,Standard,17095.61,15,user10445@example.com,Yes
614,10391,Elena Müller,Sweden,Stockholm,,2025-11-10,Premium,15000.04,33,user10391@example.com,Yes
615,10211,Emil Johansson,Sweden,Gothenburg,45,2025-01-09,Standard,4854.85,21,user10211@example.com,Yes
616,10097,Lina Osman,Denmark,Copenhagen,24,2025-06-26,Standard,7981.95,20,user10097@example.com,Yes
617,10414,Lucas Garcia,Germany,Hamburg,57,2026-05-15,Basic,13097.11,31,user10414@example.com,No
618,10396,Elias Hussein,Denmark,Copenhagen,52,2025-04-20,Premium,8928.62,33,user10396@example.com,Yes
619,10613,Emma Jensen,Germany,Berlin,36,2024-08-10,Basic,9509.62,14,user10613@example.com,Yes
620,10388,Emily Wilson,Germany,Berlin,60,2025-03-25,Standard,11025.74,21,user10388@example.com,no
621,10146,Mads Nielsen,Denmark,Aalborg,39,2025-12-16,Standard,16473.32,1,user10146@example.com,Yes
622,10341,Sofia Rossi,Denmark,Copenhagen,56,2024-10-04,Basic,10731.23,15,user10341@example.com,Yes
623,10506,Mads Nielsen,Norway,Oslo,34,2024-10-15,Standard,8903.57,19,user10506@example.com,Yes
624,10394,Daniel Martin,Sweden,Gothenburg,64,2025-03-18,Standard,11865.32,17,,Yes
625,10054,Amira Khalil,Sweden,Stockholm,38,2024-03-09,Standard,7751.65,11,user10054@example.com,Yes
626,10621,Daniel Martin,Norway,Bergen,55,2024-11-02,Premium,12689.42,14,user10621@example.com,Yes
627,10630,Leila Osman,Norway,Bergen,63,2024-08-02,Basic,8385.45,30,user10630@example.com,Yes
628,10322,Emma Jensen,Denmark,Copenhagen,59,2026-01-27,Standard,13603.14,11,user10322@example.com,Yes
629,10606,Alexander Rasmussen,Norway,Oslo,54,2025-02-10,Standard,14040.37,30,user10606@example.com,Yes
630,10561,Lucas Garcia,Denmark,,,2024-07-24,Standard,14624.91,4,user10561@example.com,Yes
631,10061,Oliver Hansen,Sweden,Stockholm,41,2025-07-04,Premium,6951.96,26,user10061@example.com,No
632,10084,Victor Lindström,Denmark,Odense,61,2026-02-02,Standard,1297.81,12, user10084@example.com ,No
633,10432,Amira Khalil,Norway,Oslo,32,2024-01-29,Standard,12557.86,25,user10432@example.com,No
634,10626,William Pedersen,Denmark,Copenhagen,59,2025-06-27,Standard,5986.79,6,user10626@example.com,yes
635,10560,Lucas Garcia,Denmark,Aarhus,65,2025-06-29,Standard,11705.37,4,user10560@example.com,Yes
636,10360,Laura Thomsen,Sweden,Stockholm,43,2025-08-30,Basic,21846.99,20,user10360@example.com,Yes
637,10629,Lucas Kristensen,Denmark,Aalborg,57,2024-09-06,Premium,7916.19,28,user10629@example.com,Yes
638,10053,Elias Holm,Norway,Oslo,71,2025-06-25,Basic,9450.63,30,user10053@example.com,Yes
639,10398,William Pedersen,Denmark,Aalborg,36,2025-06-25,Basic,,28,user10398@example.com,No
640,10479,Anna Schmidt,Sweden,Gothenburg,29,2024-02-11,Standard,5041.78,18,user10479@example.com,Yes
641,10280,Lina Osman,Norway,Bergen,70,2024-04-18,Standard,13774.63,6,user10280@example.com,Yes
642,10239,Sofia Rossi,Denmark,Copenhagen,29,2025-02-02,Standard,7518.08,24, user10239@example.com ,Yes
643,10536,William Pedersen,Denmark,Copenhagen,18,2025-05-13,Standard,15223.49,3,user10536@example.com,Yes
644,10008,Alexander Rasmussen,Norway,Bergen,31,2024-06-24,Premium,8360.89,19,,Yes
645,10634,Leila Osman,Denmark,Odense,18,2025-02-13,Premium,10001.41,23,user10634@example.com,Yes
646,10295,Sofia Rossi,Norway,Bergen,32,2024-03-02,Standard,12379.19,27,user10295@example.com,No
647,10082,Mathias Poulsen,Denmark,Aarhus,23,2026-04-02,Standard,18029.8,10,user10082@example.com,No
648,10542,Oliver Hansen,Denmark,Copenhagen,39,2024-08-06,Standard,15614.84,29,user10542@example.com,Yes
650,10540,Adam Ali,Norway,Oslo,44,2024-11-10,Standard,7976.94,19,user10540@example.com,Yes
651,10368,Elias Hussein,Sweden,Stockholm,,2025-03-01,Basic,8374.2,25,user10368@example.com,Yes
652,10134,Adam Ali,Denmark,Odense,29,2026-01-04,Premium,3040.28,34,user10134@example.com,Yes
653,10009,Emily Wilson,Denmark,Odense,46,2025-05-22,Basic,15458.02,26,user10009@example.com,Yes
654,10291,Lucas Garcia,Norway,Oslo,26,2025-10-23,Standard,11293.78,28,user10291@example.com,Yes
655,10094,Lucas Garcia,Denmark,Odense,40,2025-11-07,Basic,9384.17,5,user10094@example.com,no
656,10473,Sofia Petersen,Denmark,Aarhus,30,2025-11-06,Standard,17656.35,8,user10473@example.com,Yes
657,10558,Yasmin Ahmed,Denmark,Odense,71,2024-05-19,Basic,8300.18,28,user10558@example.com,Yes
658,10527,Sofie Larsen,Germany,Berlin,62,2025-04-24,Basic,25472.88,23,user10527@example.com,Yes
660,10485,Lucas Garcia,Denmark,Copenhagen,36,2024-10-17,Standard,14067.06,2,user10485@example.com,Yes
661,10480,Elias Hussein,Denmark,Copenhagen,42,2025-07-29,Basic,8827.64,30,user10480@example.com,Yes
662,10597,Adam Ali,Sweden,Gothenburg,30,2025-11-25,Basic,19643.16,11,user10597@example.com,Yes
663,10492,Victor Lindström,Sweden,Malmö,39,2024-09-29,Premium,12851.27,19,user10492@example.com,Yes
664,10503,Maya Lindberg,Germany,Hamburg,18,2026-05-14,Standard,0.0,25,user10503@example.com,Yes
665,10359,Leo Wagner,Denmark,Copenhagen,45,2025-09-07,Standard,12211.68,15,user10359@example.com,No
666,10357,Leo Wagner,Norway,Oslo,23,2024-10-21,Standard,10028.69,21,user10357@example.com,Yes
667,10133,Freja Møller,Sweden,Malmö,68,2026-05-14,Standard,10860.58,17,user10133@example.com,Yes
